qid, Len, Den, P31, P2561, P8260, P1071, P729
,"BARRANCA","Ship built in Aberdeen in 1869",Q11446,"BARRANCA",100185,Q36405,1869
,"BARRANCA","Boom Defence Vessel built in Aberdeen in 1938",Q11446,"BARRANCA",101476,Q36405,1938
,"BARROW DEEP","Barge built in Aberdeen in 1925",Q11446,"BARROW DEEP",100513,Q36405,1925
,"BAY OF NAPLES","Ship built in Aberdeen in 1875",Q11446,"BAY OF NAPLES",100207,Q36405,1875
,"BEARN","Trawler built in Aberdeen in 1947",Q11446,"BEARN",99178,Q36405,1947
,"BEAUFOY","Sloop built in Aberdeen in 1787",Q11446,"BEAUFOY",182661,Q36405,1787
,"BEAULY FIRTH","Coaster built in Aberdeen in 1920",Q11446,"BEAULY FIRTH",99064,Q36405,1920
,"BEAUTIFUL STAR","Ship built in Aberdeen in 1861",Q11446,"BEAUTIFUL STAR",99571,Q36405,1861
,"BEGA","Trawler built in Aberdeen in 1914",Q11446,"BEGA",101783,Q36405,1914
,"BEGONIA","Trawler built in Aberdeen in 1964",Q11446,"BEGONIA",101631,Q36405,1964
,"BELCHER","Steam Trawler built in Aberdeen in 1893",Q11446,"BELCHER",100953,Q36405,1893
,"BELINA","Brigantine built in Aberdeen in 1817",Q11446,"BELINA",100678,Q36405,1817
,"BELINA","Brigantine built in Aberdeen in 1822",Q11446,"BELINA",100685,Q36405,1822
,"BELLE O'MORAY","Steam Herring Drifter built in Aberdeen in 1911",Q11446,"BELLE O'MORAY",99826,Q36405,1911
,"BEN ADEN","Steam Trawler built in Aberdeen in 1900",Q11446,"BEN ADEN",101040,Q36405,1900
,"BEN ALDER","Steam Trawler built in Aberdeen in 1899",Q11446,"BEN ALDER",101017,Q36405,1899
,"BEN ALLIGEN","Trawler built in Aberdeen in 1906",Q11446,"BEN ALLIGEN",99748,Q36405,1906
,"BEN ARDNA","Steam Trawler built in Aberdeen in 1912",Q11446,"BEN ARDNA",101246,Q36405,1912
,"BEN ARTHUR SN125","Trawler built in Aberdeen in 1914",Q11446,"BEN ARTHUR SN125",100425,Q36405,1914
,"BEN ASDALE","Steam Trawler built in Aberdeen in 1912",Q11446,"BEN ASDALE",101234,Q36405,1912
,"BEN ATTOW","Steam Trawler built in Aberdeen in 1900",Q11446,"BEN ATTOW",101028,Q36405,1900
,"BEN AVON","Ship built in Aberdeen in 1854",Q11446,"BEN AVON",99552,Q36405,1854
,"BEN AVON","Steamer, Cargo built in Aberdeen in 1875",Q11446,"BEN AVON",100870,Q36405,1875
,"BEN BARVAS","Trawler built in Aberdeen in 1957",Q11446,"BEN BARVAS",99246,Q36405,1957
,"BEN BARVAS","Steam Trawler built in Aberdeen in 1914",Q11446,"BEN BARVAS",101281,Q36405,1914
,"BEN BHEULA","Ship built in Aberdeen in 1907",Q11446,"BEN BHEULA",99758,Q36405,1907
,"BEN BHRACKIE","Steam Trawler built in Aberdeen in 1916",Q11446,"BEN BHRACKIE",101313,Q36405,1916
,"BEN CHOURN","Trawler built in Aberdeen in 1960",Q11446,"BEN CHOURN",99270,Q36405,1960
,"BEN CHOURN","Steam Trawler built in Aberdeen in 1914",Q11446,"BEN CHOURN",101270,Q36405,1914
,"BEN CRUACHAN","Trawler built in Aberdeen in 1906",Q11446,"BEN CRUACHAN",99746,Q36405,1906
,"BEN DORAN","Steam Trawler built in Aberdeen in 1900",Q11446,"BEN DORAN",101031,Q36405,1900
,"BEN EARN","Steam Trawler built in Aberdeen in 1916",Q11446,"BEN EARN",101316,Q36405,1916
,"BEN EDRA","Steam Trawler built in Aberdeen in 1902",Q11446,"BEN EDRA",101063,Q36405,1902
,"BEN GAIRN","Trawler built in Aberdeen in 1961",Q11446,"BEN GAIRN",99279,Q36405,1961
,"BEN GAIRN","Steam Trawler built in Aberdeen in 1916",Q11446,"BEN GAIRN",101317,Q36405,1916
,"BEN GLAMAIR","Steam Trawler built in Aberdeen in 1914",Q11446,"BEN GLAMAIR",101279,Q36405,1914
,"BEN GLAS","Trawler built in Aberdeen in 1961",Q11446,"BEN GLAS",99301,Q36405,1961
,"BEN GLAS","Steam Trawler built in Aberdeen in 1917",Q11446,"BEN GLAS",101324,Q36405,1917
,"BEN GULVAIN","Steam Trawler built in Aberdeen in 1914",Q11446,"BEN GULVAIN",101283,Q36405,1914
,"BEN HEILEM","Trawler built in Aberdeen in 1961",Q11446,"BEN HEILEM",99294,Q36405,1961
,"BEN HEILEM","Steam Trawler built in Aberdeen in 1912",Q11446,"BEN HEILEM",101233,Q36405,1912
,"BEN HEILEM","Steam Trawler built in Aberdeen in 1919",Q11446,"BEN HEILEM",101327,Q36405,1919
,"BEN HOLDEN","Steam Trawler built in Aberdeen in 1914",Q11446,"BEN HOLDEN",101271,Q36405,1914
,"BEN IDRIS","Steam Trawler built in Aberdeen in 1931",Q11446,"BEN IDRIS",101457,Q36405,1931
,"BEN IVER","Steam Trawler built in Aberdeen in 1913",Q11446,"BEN IVER",101263,Q36405,1913
,"BEN LAWERS","Steam Trawler built in Aberdeen in 1900",Q11446,"BEN LAWERS",101041,Q36405,1900
,"BEN LEDI","Trawler built in Aberdeen in 1898",Q11446,"BEN LEDI",100289,Q36405,1898
,"BEN LEDI","Paddle Steamer Tug built in Aberdeen in 1878",Q11446,"BEN LEDI",100888,Q36405,1878
,"BEN LOMOND","Paddle Tug (Steamer) built in Aberdeen in 1876",Q11446,"BEN LOMOND",100877,Q36405,1876
,"BEN LORA","Trawler built in Aberdeen in 1961",Q11446,"BEN LORA",99302,Q36405,1961
,"BEN LORA","Steam Trawler built in Aberdeen in 1913",Q11446,"BEN LORA",101261,Q36405,1913
,"BEN LOYAL","Trawler built in Aberdeen in 1958",Q11446,"BEN LOYAL",99255,Q36405,1958
,"BEN LUI","Trawler built in Aberdeen in 1953",Q11446,"BEN LUI",99214,Q36405,1953
,"BEN LUI","Trawler built in Aberdeen in 1970",Q11446,"BEN LUI",101735,Q36405,1970
,"BEN MACDUI","Steamer, Cargo built in Aberdeen in 1874",Q11446,"BEN MACDUI",100865,Q36405,1874
,"BEN MEIDIE","Trawler built in Aberdeen in 1959",Q11446,"BEN MEIDIE",99260,Q36405,1959
,"BEN MEIDIE","Steam Trawler built in Aberdeen in 1917",Q11446,"BEN MEIDIE",101325,Q36405,1917
,"BEN MORE","Steam Trawler built in Aberdeen in 1899",Q11446,"BEN MORE",101018,Q36405,1899
,"BEN MUICK DUI","Barque built in Aberdeen in 1848",Q11446,"BEN MUICK DUI",100085,Q36405,1848
,"BEN NAMUR","Steam Trawler built in Aberdeen in 1919",Q11446,"BEN NAMUR",101328,Q36405,1919
,"BEN NEVIS","Paddle Tug Steamer built in Aberdeen in 1876",Q11446,"BEN NEVIS",100876,Q36405,1876
,"BEN RINNES","Steam Trawler built in Aberdeen in 1901",Q11446,"BEN RINNES",101059,Q36405,1901
,"BEN ROSSAL","Ship built in Aberdeen in 1907",Q11446,"BEN ROSSAL",99772,Q36405,1907
,"BEN ROSSAL","Steam Trawler built in Aberdeen in 1929",Q11446,"BEN ROSSAL",101441,Q36405,1929
,"BEN ROY","Trawler built in Aberdeen in 1906",Q11446,"BEN ROY",99747,Q36405,1906
,"BEN ROY","Steam Trawler built in Aberdeen in 1929",Q11446,"BEN ROY",101440,Q36405,1929
,"BEN SCREEL","Trawler built in Aberdeen in 1957",Q11446,"BEN SCREEL",99236,Q36405,1957
,"BEN SCREEL","Steam Trawler built in Aberdeen in 1914",Q11446,"BEN SCREEL",101284,Q36405,1914
,"BEN STROME","Trawler built in Aberdeen in 1962",Q11446,"BEN STROME",99293,Q36405,1962
,"BEN STROME","Steam Trawler built in Aberdeen in 1914",Q11446,"BEN STROME",101278,Q36405,1914
,"BEN TARBERT","Trawler built in Aberdeen in 1960",Q11446,"BEN TARBERT",99271,Q36405,1960
,"BEN TARBET","Steam Trawler built in Aberdeen in 1912",Q11446,"BEN TARBET",101235,Q36405,1912
,"BEN TORC","Trawler built in Aberdeen in 1959",Q11446,"BEN TORC",99259,Q36405,1959
,"BEN TORC","Steam Trawler built in Aberdeen in 1913",Q11446,"BEN TORC",101264,Q36405,1913
,"BEN URIE","Steam Trawler built in Aberdeen in 1916",Q11446,"BEN URIE",101318,Q36405,1916
,"BEN VENUE","Steam Trawler built in Aberdeen in 1899",Q11446,"BEN VENUE",101019,Q36405,1899
,"BEN VOIRLICH","Steam Trawler built in Aberdeen in 1900",Q11446,"BEN VOIRLICH",101042,Q36405,1900
,"BEN VURIE","Trawler built in Aberdeen in 1961",Q11446,"BEN VURIE",99278,Q36405,1961
,"BEN VURIE","Steam Trawler built in Aberdeen in 1914",Q11446,"BEN VURIE",100424,Q36405,1914
,"BEN WYVIS","Steam Trawler built in Aberdeen in 1900",Q11446,"BEN WYVIS",101039,Q36405,1900
,"BENABOURD","Screw Cargo Steamer built in Aberdeen in 1881",Q11446,"BENABOURD",100896,Q36405,1881
,"BENACHIE","Steamer, Cargo built in Aberdeen in 1872",Q11446,"BENACHIE",100856,Q36405,1872
,"BENACHIE","Brig built in Aberdeen in 1857",Q11446,"BENACHIE",119612,Q36405,1857
,"BENAMAIN","Steamer, Screw Cargo built in Aberdeen in 1878",Q11446,"BENAMAIN",100885,Q36405,1878
,"BENDIGO","Steam Trawler built in Aberdeen in 1892",Q11446,"BENDIGO",100949,Q36405,1892
,"BENELLA","Trawler built in Aberdeen in 1949",Q11446,"BENELLA",99191,Q36405,1949
,"BENJAMIN ELKIN","Ship (Barque 1851) built in Aberdeen in 1849",Q11446,"BENJAMIN ELKIN",100091,Q36405,1849
,"BENTLEY","Steam Trawler built in Aberdeen in 1895",Q11446,"BENTLEY",100980,Q36405,1895
,"BERDIN GABEA","Motor Pair Fishing Vessel built in Aberdeen in 1931",Q11446,"BERDIN GABEA",101459,Q36405,1931
,"BERNARD BOYLE","Steam Trawler built in Aberdeen in 1918",Q11446,"BERNARD BOYLE",101373,Q36405,1918
,"BERRYHILL","Trawler built in Aberdeen in 1961",Q11446,"BERRYHILL",99298,Q36405,1961
,"BERYL II","Steam Herring Drifter built in Aberdeen in 1909",Q11446,"BERYL II",100372,Q36405,1909
,"BESS","Sloop built in Aberdeen in 1787",Q11446,"BESS",150277,Q36405,1787
,"BESSY ROBERTSON","Brig built in Aberdeen in 1839",Q11446,"BESSY ROBERTSON",100017,Q36405,1839
,"BETONY","Corvette built in Aberdeen in 1943",Q11446,"BETONY",100605,Q36405,1943
,"BETSY","Schooner built in Aberdeen in 1841",Q11446,"BETSY",100721,Q36405,1841
,"BETSY","Ship built in Aberdeen in 1826",Q11446,"BETSY",100747,Q36405,1826
,"BETSY","Brig built in Aberdeen in 1773",Q11446,"BETSY",110965,Q36405,1773
,"BETSY SLATER","Steam Herring Drifter built in Aberdeen in 1911",Q11446,"BETSY SLATER",99822,Q36405,1911
,"BETTY","Ship built in Aberdeen in 1779",Q11446,"BETTY",110893,Q36405,1779
,"BETTY INGLIS","Liner built in Aberdeen in 1895",Q11446,"BETTY INGLIS",100983,Q36405,1895
,"BETTY LLEWELLYN","Cargo built in Aberdeen in 1924",Q11446,"BETTY LLEWELLYN",99074,Q36405,1924
,"BEVLYN DAWN","Trawler built in Aberdeen in 1974",Q11446,"BEVLYN DAWN",101756,Q36405,1974
,"BIGBURY BAY","Frigate built in Aberdeen in 1945",Q11446,"BIGBURY BAY",101505,Q36405,1945
,"BINNA","Baltic Timber Carrier built in Aberdeen in 1953",Q11446,"BINNA",101555,Q36405,1953
,"BIRCHGROVE","Cargo built in Aberdeen in 1930",Q11446,"BIRCHGROVE",99104,Q36405,1930
,"BIRKHALL","Steamer, Cargo built in Aberdeen in 1878",Q11446,"BIRKHALL",100886,Q36405,1878
,"BJARNAREY","Trawler built in Aberdeen in 1948",Q11446,"BJARNAREY",99185,Q36405,1948
,"BJARNI OLAFSSON","Trawler built in Aberdeen in 1947",Q11446,"BJARNI OLAFSSON",99181,Q36405,1947
,"BLACK DEEP","Barge built in Aberdeen in 1926",Q11446,"BLACK DEEP",100512,Q36405,1926
,"BLACK PRINCE","Ship built in Aberdeen in 1863",Q11446,"BLACK PRINCE",100155,Q36405,1863
,"BLISWORTH","Cargo built in Aberdeen in 1957",Q11446,"BLISWORTH",100671,Q36405,1957
,"BLOOM","Schooner built in Aberdeen in 1827",Q11446,"BLOOM",100695,Q36405,1827
,"BLUCHER","Brigantine built in Aberdeen in 1814",Q11446,"BLUCHER",100777,Q36405,1814
,"BLUE CRUSADER","Trawler built in Aberdeen in 1958",Q11446,"BLUE CRUSADER",99252,Q36405,1958
,"BLUE HAZE II","Trawler built in Aberdeen in 1952",Q11446,"BLUE HAZE II",99208,Q36405,1952
,"BLUE MIST II","Trawler built in Aberdeen in 1953",Q11446,"BLUE MIST II",99212,Q36405,1953
,"BLUFF","Steam Trawler built in Aberdeen in 1934",Q11446,"BLUFF",101463,Q36405,1934
,"BOIS ROSE","Trawler built in Aberdeen in 1940",Q11446,"BOIS ROSE",101483,Q36405,1940
,"BOIS-ROSE","Steam Trawler built in Aberdeen in 1923",Q11446,"BOIS-ROSE",101419,Q36405,1923
,"BOLIVAR","Brig built in Aberdeen in 1858",Q11446,"BOLIVAR",99560,Q36405,1858
,"BOLIVAR","Snow, Brig built in Aberdeen in 1825",Q11446,"BOLIVAR",100768,Q36405,1825
,"BOLIVAR","Steamer, Passenger, Cargo built in Aberdeen in 1898",Q11446,"BOLIVAR",101005,Q36405,1898
,"BOLT","Motor Cargo Liner built in Aberdeen in 1950",Q11446,"BOLT",101540,Q36405,1950
,"BON ACCORD","Steam Trawler built in Aberdeen in 1908",Q11446,"BON ACCORD",112593,Q36405,1908
,"BON ACCORD","Ship built in Aberdeen in 1799",Q11446,"BON ACCORD",152211,Q36405,1799
,"BON ACCORD","Ship built in Aberdeen in 1871",Q11446,"BON ACCORD",152981,Q36405,1871
,"BON ACCORD","Sloop built in Aberdeen in 1768",Q11446,"BON ACCORD",152987,Q36405,1768
,"BON ACCORD","Brig built in Aberdeen in 1804",Q11446,"BON ACCORD",182662,Q36405,1804
,"BON ROSS","Tug built in Aberdeen in 1934",Q11446,"BON ROSS",100566,Q36405,1934
,"BON VOYAGE","Tug built in Aberdeen in 1934",Q11446,"BON VOYAGE",100565,Q36405,1934
,"BONACCORD","Ship built in Aberdeen in 1845",Q11446,"BONACCORD",100074,Q36405,1845
,"BONACCORD","Schooner built in Aberdeen in 1857",Q11446,"BONACCORD",100130,Q36405,1857
,"BONACCORD","Steamer built in Aberdeen in 1889",Q11446,"BONACCORD",100253,Q36405,1889
,"BONACCORD","Bark built in Aberdeen in 1606",Q11446,"BONACCORD",111204,Q36405,1606
,"BON-ACCORD","Screw Steamer, Cargo (Collier) built in Aberdeen in 1871",Q11446,"BON-ACCORD",100853,Q36405,1871
,"BON-ACCORD","Steam Trawler built in Aberdeen in 1908",Q11446,"BON-ACCORD",101167,Q36405,1908
,"BONAVISTA","Vessel, Passenger, Cargo built in Aberdeen in 1956",Q11446,"BONAVISTA",101569,Q36405,1956
,"BONITA","Ship (Barque 1856) built in Aberdeen in 1848",Q11446,"BONITA",100086,Q36405,1848
,"BONNY KATE","Sloop built in Aberdeen in 1798",Q11446,"BONNY KATE",152916,Q36405,1798
,"BONSCOT","Tug built in Aberdeen in 1934",Q11446,"BONSCOT",100567,Q36405,1934
,"BONSCOT","Steam Tug built in Aberdeen in 1934",Q11446,"BONSCOT",152972,Q36405,1934
,"BONSECOURS","Tug built in Aberdeen in 1934",Q11446,"BONSECOURS",100564,Q36405,1934
,"BONSECOURS","Steam Tug built in Aberdeen in 1934",Q11446,"BONSECOURS",152973,Q36405,1934
,"BORDER MAID","Schooner built in Aberdeen in 1843",Q11446,"BORDER MAID",100056,Q36405,1843
,"BORRE","Motor Cargo Ship built in Aberdeen in 1949",Q11446,"BORRE",101539,Q36405,1949
,"BOSCOBEL","Steam Trawler built in Aberdeen in 1906",Q11446,"BOSCOBEL",99718,Q36405,1906
,"BOSTON FIREFLY","Trawler built in Aberdeen in 1953",Q11446,"BOSTON FIREFLY",99209,Q36405,1953
,"BOSTON FURY","Trawler built in Aberdeen in 1950",Q11446,"BOSTON FURY",99200,Q36405,1950
,"BOSTON METEOR","Trawler built in Aberdeen in 1950",Q11446,"BOSTON METEOR",100649,Q36405,1950
,"BOSTON VALETTA","Trawler built in Aberdeen in 1956",Q11446,"BOSTON VALETTA",99234,Q36405,1956
,"BOSTON VAMPIRE","Trawler built in Aberdeen in 1949",Q11446,"BOSTON VAMPIRE",100648,Q36405,1949
,"BOSTON WASP","Trawler built in Aberdeen in 1960",Q11446,"BOSTON WASP",101598,Q36405,1960
,"BOW SANTOS","General Cargo Liner built in Aberdeen in 1954",Q11446,"BOW SANTOS",101554,Q36405,1954
,"BOYNDLIE","Ship built in Aberdeen in 1900",Q11446,"BOYNDLIE",99674,Q36405,1900
,"BRACKLYN","Trawler built in Aberdeen in 1914",Q11446,"BRACKLYN",101784,Q36405,1914
,"BRACON BANK","Trawler built in Aberdeen in 1943",Q11446,"BRACON BANK",152976,Q36405,1943
,"BRACONBRAE","Trawler built in Aberdeen in 1930",Q11446,"BRACONBRAE",100538,Q36405,1930
,"BRACONDENE","Trawler built in Aberdeen in 1961",Q11446,"BRACONDENE",99283,Q36405,1961
,"BRACONDENE","Steam Trawler built in Aberdeen in 1916",Q11446,"BRACONDENE",100429,Q36405,1916
,"BRACONLEA","Trawler built in Aberdeen in 1913",Q11446,"BRACONLEA",100403,Q36405,1913
,"BRACONLYNN","Trawler built in Aberdeen in 1913",Q11446,"BRACONLYNN",100411,Q36405,1913
,"BRACONMOOR","Trawler built in Aberdeen in 1931",Q11446,"BRACONMOOR",100550,Q36405,1931
,"BRACONVALE","Trawler built in Aberdeen in 1946",Q11446,"BRACONVALE",99168,Q36405,1946
,"BRAEMAR","Steam Trawler built in Aberdeen in 1900",Q11446,"BRAEMAR",99669,Q36405,1900
,"BRAEMAR","Hermaphrodite built in Aberdeen in 1829",Q11446,"BRAEMAR",100756,Q36405,1829
,"BRAEMAR","Steamer, Screw Cargo built in Aberdeen in 1875",Q11446,"BRAEMAR",100871,Q36405,1875
,"BRAENEIL","Steamer, Cargo built in Aberdeen in 1912",Q11446,"BRAENEIL",101243,Q36405,1912
,"BRAERIACH","Steam Trawler built in Aberdeen in 1902",Q11446,"BRAERIACH",99693,Q36405,1902
,"BRAES O' BUCKIE","Drifter built in Aberdeen in 1910",Q11446,"BRAES O' BUCKIE",99807,Q36405,1910
,"BRAZIL BRASBY","Steam Trawler built in Aberdeen in 1917",Q11446,"BRAZIL BRASBY",101353,Q36405,1917
,"BRIDGEMAN","Oil Tanker built in Aberdeen in 1972",Q11446,"BRIDGEMAN",101668,Q36405,1972
,"BRIER ROSE","Coaster built in Aberdeen in 1952",Q11446,"BRIER ROSE",99204,Q36405,1952
,"BRIGAND","Schooner built in Aberdeen in 1838",Q11446,"BRIGAND",100809,Q36405,1838
,"BRIGHTON O' TH' NORTH","Steam Herring Drifter built in Aberdeen in 1914",Q11446,"BRIGHTON O' TH' NORTH",100414,Q36405,1914
,"BRILLIANT","Ship built in Aberdeen in 1850",Q11446,"BRILLIANT",99544,Q36405,1850
,"BRILLIANT","Ship built in Aberdeen in 1877",Q11446,"BRILLIANT",99607,Q36405,1877
,"BRILLIANT","Ship built in Aberdeen in 1801",Q11446,"BRILLIANT",152182,Q36405,1801
,"BRILLIANT STAR","Steam Trawler built in Aberdeen in 1896",Q11446,"BRILLIANT STAR",100278,Q36405,1896
,"BRITANNIA","Brig built in Aberdeen in 1813",Q11446,"BRITANNIA",99926,Q36405,1813
,"BRITANNIA","Brigantine built in Aberdeen in 1824",Q11446,"BRITANNIA",129842,Q36405,1824
,"BRITANNIA","Brig built in Aberdeen in 1792",Q11446,"BRITANNIA",182663,Q36405,1792
,"BRITISH MERCHANT","Ship built in Aberdeen in 1857",Q11446,"BRITISH MERCHANT",99558,Q36405,1857
,"BRITISH QUEEN","Ship built in Aberdeen in 1858",Q11446,"BRITISH QUEEN",99559,Q36405,1858
,"BRITON","Steam Trawler built in Aberdeen in 1906",Q11446,"BRITON",101122,Q36405,1906
,"BROCH","Steam Herring Drifter built in Aberdeen in 1908",Q11446,"BROCH",99788,Q36405,1908
,"BRODSTONE","Tug built in Aberdeen in 1934",Q11446,"BRODSTONE",100570,Q36405,1934
,"BROMBY","Smack built in Aberdeen in 1815",Q11446,"BROMBY",113005,Q36405,1815
,"BRUCKLAY","Steam Trawler built in Aberdeen in 1900",Q11446,"BRUCKLAY",101044,Q36405,1900
,"BRUCKLAY CASTLE","Ship built in Aberdeen in 1867",Q11446,"BRUCKLAY CASTLE",100168,Q36405,1867
,"BRUIN","Baltic Timber Carrier built in Aberdeen in 1955",Q11446,"BRUIN",101565,Q36405,1955
,"BRUTUS","Brigantine built in Aberdeen in 1828",Q11446,"BRUTUS",136465,Q36405,1828
,"BUCHAN","Schooner built in Aberdeen in 1835",Q11446,"BUCHAN",99990,Q36405,1835
,"BUDDING ROSE","Trawler built in Aberdeen in 1974",Q11446,"BUDDING ROSE",101760,Q36405,1974
,"BUFFALO (CONVERSION)","Cargo Vessel built in Aberdeen in 1988",Q11446,"BUFFALO (CONVERSION)",100730,Q36405,1988
,"BUNDALEER","Ship built in Aberdeen in 1869",Q11446,"BUNDALEER",103613,Q36405,1869
,"BUNTE KUH","Trawler built in Aberdeen in 1906",Q11446,"BUNTE KUH",99750,Q36405,1906
,"BURGHEAD PACKET","Ship built in Aberdeen in 1843",Q11446,"BURGHEAD PACKET",99528,Q36405,1843
,"BURSTOW","Cargo built in Aberdeen in 1927",Q11446,"BURSTOW",99086,Q36405,1927
,"BUSY BEE","Steam Herring Drifter built in Aberdeen in 1903",Q11446,"BUSY BEE",100324,Q36405,1903
,"BYFJORD","Steamer, Cargo built in Aberdeen in 1948",Q11446,"BYFJORD",101531,Q36405,1948
,"BYRON","Schooner built in Aberdeen in 1825",Q11446,"BYRON",112588,Q36405,1825
,"C","Lighter built in Aberdeen in 1895",Q11446,"C",100986,Q36405,1895
,"C 618","Tug built in Aberdeen in 1942",Q11446,"C 618",100604,Q36405,1942
,"CADORNA","Trawler built in Aberdeen in 1917",Q11446,"CADORNA",100451,Q36405,1917
,"CAIRNBULG","Ship built in Aberdeen in 1874",Q11446,"CAIRNBULG",99603,Q36405,1874
,"CAIRNESS","Steam Trawler built in Aberdeen in 1899",Q11446,"CAIRNESS",101021,Q36405,1899
,"CAIRNGORM","Ship built in Aberdeen in 1902",Q11446,"CAIRNGORM",99690,Q36405,1902
,"CAIRNGORM","Trawler built in Aberdeen in 1907",Q11446,"CAIRNGORM",99757,Q36405,1907
,"CAIRNGORM","Tea Clipper built in Aberdeen in 1853",Q11446,"CAIRNGORM",100104,Q36405,1853
,"CAIRNSIDE","Steamship (Cargo) built in Aberdeen in 1913",Q11446,"CAIRNSIDE",100406,Q36405,1913
,"CAIRNSIDE","Cargo built in Aberdeen in 1921",Q11446,"CAIRNSIDE",100508,Q36405,1921
,"CAIRNTOUL","Ship built in Aberdeen in 1902",Q11446,"CAIRNTOUL",99696,Q36405,1902
,"CAISTOR CASTLE","Corvette built in Aberdeen in 1944",Q11446,"CAISTOR CASTLE",99158,Q36405,1944
,"CALDY","Anti-Submarine & Minesweeper Trawler built in Aberdeen in 1944",Q11446,"CALDY",99154,Q36405,1944
,"CALEDONIA","Steam Trawler built in Aberdeen in 1898",Q11446,"CALEDONIA",101006,Q36405,1898
,"CALEDONIA","Steam Trawler built in Aberdeen in 1906",Q11446,"CALEDONIA",101119,Q36405,1906
,"CALEDONIA I","Ship built in Aberdeen in 1899",Q11446,"CALEDONIA I",99662,Q36405,1899
,"CALEDONIAN","Brigantine built in Aberdeen in 1825",Q11446,"CALEDONIAN",99962,Q36405,1825
,"CALEDONIAN COAST","Coaster built in Aberdeen in 1948",Q11446,"CALEDONIAN COAST",101527,Q36405,1948
,"CALIPH","Ship built in Aberdeen in 1869",Q11446,"CALIPH",100184,Q36405,1869
,"CALM","Steam Herring Drifter built in Aberdeen in 1918",Q11446,"CALM",99897,Q36405,1918
,"CALYPSO","Steam Trawler built in Aberdeen in 1901",Q11446,"CALYPSO",99685,Q36405,1901
,"CALYPSO","Steamer built in Aberdeen in 1874",Q11446,"CALYPSO",100204,Q36405,1874
,"CAMBERWELL","Collier built in Aberdeen in 1958",Q11446,"CAMBERWELL",101581,Q36405,1958
,"CAMBRIA","Brig built in Aberdeen in 1808",Q11446,"CAMBRIA",152200,Q36405,1808
,"CAMPERDOWN","Trawler built in Aberdeen in 1960",Q11446,"CAMPERDOWN",99282,Q36405,1960
,"CAMPERDOWN","Steam Herring Drifter built in Aberdeen in 1907",Q11446,"CAMPERDOWN",99774,Q36405,1907
,"CANDIDATE","Steam Trawler built in Aberdeen in 1906",Q11446,"CANDIDATE",101118,Q36405,1906
,"CANNON","Tug built in Aberdeen in 1943",Q11446,"CANNON",100610,Q36405,1943
,"CAP FAGNET","Steam Trawler built in Aberdeen in 1920",Q11446,"CAP FAGNET",101413,Q36405,1920
,"CAPABLE","Tug built in Aberdeen in 1945",Q11446,"CAPABLE",101514,Q36405,1945
,"CAPE CLEVELAND","Trawler built in Aberdeen in 1949",Q11446,"CAPE CLEVELAND",99193,Q36405,1949
,"CAPE SPARTEL","Trawler built in Aberdeen in 1949",Q11446,"CAPE SPARTEL",99194,Q36405,1949
,"CAPE ST. MARY","Research Trawler built in Aberdeen in 1951",Q11446,"CAPE ST. MARY",101548,Q36405,1951
,"CAPTAIN","Steam Trawler built in Aberdeen in 1898",Q11446,"CAPTAIN",101004,Q36405,1898
,"CAPTAIN FOLEY","Trawler built in Aberdeen in 1960",Q11446,"CAPTAIN FOLEY",99269,Q36405,1960
,"CAPTAIN FREMANTLE","Trawler built in Aberdeen in 1959",Q11446,"CAPTAIN FREMANTLE",99256,Q36405,1959
,"CAPTAIN HARDY","Trawler built in Aberdeen in 1958",Q11446,"CAPTAIN HARDY",99253,Q36405,1958
,"CAPTAIN INMAN","Trawler built in Aberdeen in 1962",Q11446,"CAPTAIN INMAN",99303,Q36405,1962
,"CAPTAIN POLLEN","Trawler built in Aberdeen in 1917",Q11446,"CAPTAIN POLLEN",100454,Q36405,1917
,"CAPTAIN RIOU","Trawler built in Aberdeen in 1957",Q11446,"CAPTAIN RIOU",99243,Q36405,1957
,"CARDIFFBROOK","Coaster built in Aberdeen in 1952",Q11446,"CARDIFFBROOK",99211,Q36405,1952
,"CARDIGANBROOK","Coaster - Cruiser Stern - Cargo built in Aberdeen in 1952",Q11446,"CARDIGANBROOK",99210,Q36405,1952
,"CARDROSS","Cargo built in Aberdeen in 1927",Q11446,"CARDROSS",99084,Q36405,1927
